"rain_sr","temp_sr","lat","lon"
3833,NULL,"17.5","79.75"
3834,NULL,"28","91.75"
3835,NULL,"24.75","82.75"
3836,NULL,"19.25","73.5"
3837,634,"31.5","78.5"
3838,NULL,"21.75","76.25"
3839,NULL,"23.25","73.5"
3840,NULL,"19.75","84"
3841,NULL,"17.75","80.5"
3842,NULL,"32.75","75.75"
3843,NULL,"12.75","75"
3844,NULL,"35.25","76.25"
3845,635,"25.5","81.5"
3846,NULL,"32","74.75"
3847,NULL,"17","77.75"
3848,NULL,"28.25","76.5"
3849,NULL,"28","74.25"
3850,NULL,"14.75","77"
3851,NULL,"26.25","73.25"
3852,NULL,"31.25","78.5"
3853,NULL,"22","79"
3854,NULL,"20.75","85.5"
3855,NULL,"25","78.25"
3856,636,"20.5","82.5"
3857,NULL,"26.25","94.5"
3858,NULL,"23","78.25"
3859,NULL,"21","74.5"
3860,NULL,"22.25","69.25"
3861,NULL,"26.75","91.5"
3862,NULL,"21.75","79.5"
3863,637,"26.5","73.5"
3864,NULL,"24.25","93.25"
3865,NULL,"27.25","88"
3866,NULL,"22","75.5"
3867,NULL,"21","76.25"
3868,NULL,"18","81.25"
3869,638,"17.5","75.5"
3870,639,"17.5","73.5"
3871,NULL,"20","86.25"
3872,NULL,"10.5","77.75"
3873,NULL,"35.25","76"
3874,NULL,"30","79.25"
3875,NULL,"14.5","79.25"
3876,NULL,"37","74"
3877,NULL,"20.5","85.75"
3878,NULL,"20.75","80.25"
3879,NULL,"17.5","75"
3880,NULL,"20","76"
3881,NULL,"24","83.25"
3882,NULL,"21","82"
3883,NULL,"22.25","79.5"
3884,NULL,"24","72.25"
3885,NULL,"23.75","86.25"
3886,NULL,"24.25","82.5"
3887,NULL,"9.75","76.75"
3888,NULL,"27.5","72.25"
3889,640,"18.5","73.5"
3890,NULL,"24.75","77.25"
3891,NULL,"16","73.5"
3892,NULL,"21.75","84.25"
3893,NULL,"27.5","88.25"
3894,NULL,"13.75","78.25"
3895,NULL,"26","72.5"
3896,NULL,"36","76"
3897,NULL,"22.5","76.25"
3898,NULL,"20","78.5"
3899,641,"27.5","81.5"
3900,NULL,"24.25","91.25"
3901,NULL,"9.25","77.75"
3902,NULL,"21.25","86.25"
3903,NULL,"25","92.75"
3904,NULL,"27","78"
3905,642,"16.5","75.5"
3906,NULL,"27.25","74.5"
3907,NULL,"27","72.5"
3908,NULL,"21","83"
3909,NULL,"26.5","86.75"
3910,NULL,"23.75","73"
3911,NULL,"33.5","78.75"
3912,NULL,"22.75","77.75"
3913,643,"29.5","72.5"
3914,NULL,"23.75","71.5"
3915,NULL,"16","74.75"
3916,NULL,"20","73"
3917,NULL,"19.25","81"
3918,NULL,"28","95.25"
3919,644,"29.5","75.5"
3920,NULL,"31.25","78"
3921,NULL,"25.25","93.75"
3922,NULL,"22","85"
3923,NULL,"36.25","76.75"
3924,NULL,"27.75","92.75"
3925,NULL,"19","77"
3926,NULL,"23.75","85.75"
3927,NULL,"26.75","90.25"
3928,NULL,"24","79.5"
3929,NULL,"28","92"
3930,NULL,"30.5","78.75"
3931,NULL,"24.5","79.25"
3932,NULL,"25.75","81.25"
3933,NULL,"26.25","87.25"
3934,NULL,"13","78.25"
3935,NULL,"23","83"
3936,NULL,"25","83"
3937,NULL,"17.5","80.25"
3938,NULL,"20","74.75"
3939,NULL,"23","76.5"
3940,NULL,"23","69.25"
3941,645,"12.5","80.5"
3942,NULL,"26.5","85.75"
3943,NULL,"18.5","73"
3944,NULL,"32.5","75"
3945,NULL,"27.75","95.5"
3946,NULL,"26.5","92.25"
3947,NULL,"26","81"
3948,NULL,"33","74"
3949,646,"34.5","76.5"
3950,NULL,"28.25","93.75"
3951,NULL,"16.25","78"
3952,NULL,"34.75","74"
3953,NULL,"19","73.25"
3954,NULL,"24","81.5"
3955,NULL,"11.75","78"
3956,NULL,"11.25","77.5"
3957,NULL,"26.25","81.5"
3958,NULL,"36.75","75.75"
3959,NULL,"21.75","86.5"
3960,NULL,"28","81.75"
3961,NULL,"26.75","76.75"
3962,NULL,"13.25","74.75"
3963,NULL,"21.75","76.75"
3964,NULL,"35","77.25"
3965,NULL,"24.25","93.5"
3966,NULL,"24","68.25"
3967,NULL,"37","73.75"
3968,NULL,"34.25","74"
3969,NULL,"20.25","84.5"
3970,647,"18.5","82.5"
3971,NULL,"25.25","73.25"
3972,NULL,"20.25","73.75"
3973,NULL,"16.5","74"
3974,NULL,"19.75","83"
3975,NULL,"25.25","72.75"
3976,NULL,"29.25","94.75"
3977,NULL,"24","91.75"
3978,648,"23.5","84.5"
3979,NULL,"10.75","78.25"
3980,NULL,"25.5","84"
3981,NULL,"10.75","76.25"
3982,NULL,"18.25","77"
3983,NULL,"31.75","75.25"
3984,NULL,"18","76.75"
3985,649,"20.5","84.5"
3986,NULL,"25.75","77.75"
3987,NULL,"27.25","94.5"
3988,NULL,"19.5","72.75"
3989,NULL,"28.25","73.75"
3990,NULL,"19.75","72.5"
3991,650,"14.5","74.5"
3992,NULL,"25.5","83.75"
3993,NULL,"33.25","77.25"
3994,NULL,"24.75","74.5"
3995,651,"10.5","77.5"
3996,NULL,"9.75","78.25"
3997,NULL,"9.25","78.5"
3998,NULL,"24.75","76.5"
3999,NULL,"23","73.25"
4000,NULL,"35.25","77.5"
4001,NULL,"23.25","72.25"
4002,NULL,"36.25","76.25"
4003,NULL,"32.25","76.5"
4004,NULL,"22.5","75"
4005,NULL,"32.25","75.75"
4006,NULL,"25.25","88.5"
4007,NULL,"23","85.25"
4008,NULL,"26.75","78.25"
4009,NULL,"36.5","74.25"
4010,NULL,"23","91.5"
4011,NULL,"23.75","74.75"
4012,NULL,"20","80.75"
4013,NULL,"14","79.25"
4014,NULL,"17.5","73"
4015,NULL,"26.75","80.25"
4016,NULL,"27.75","88"
4017,NULL,"13.25","77.75"
4018,NULL,"25.5","73.25"
4019,NULL,"27.25","83.75"
4020,NULL,"29","79.75"
4021,NULL,"26","90"
4022,NULL,"22.5","82.75"
4023,NULL,"35.75","73.75"
4024,NULL,"24.25","73"
4025,NULL,"27.75","79.75"
4026,NULL,"35.25","75.75"
4027,NULL,"26.25","85"
4028,NULL,"22.75","77"
4029,NULL,"31.75","76.5"
4030,NULL,"25.5","82"
4031,NULL,"27.25","77"
4032,NULL,"22.75","74.25"
4033,NULL,"22.75","78"
4034,NULL,"31.25","74.75"
4035,NULL,"27","69.5"
4036,NULL,"26.75","74.25"
4037,NULL,"24.5","83.25"
4038,NULL,"23.25","76.25"
4039,NULL,"24.25","76"
4040,652,"18.5","74.5"
4041,NULL,"24.5","88"
4042,NULL,"16.75","74"
4043,NULL,"29.25","77.5"
4044,NULL,"18.75","80.75"
4045,NULL,"30","78.25"
4046,NULL,"25.75","79"
4047,NULL,"33.5","79.25"
4048,NULL,"19.5","81.25"
4049,NULL,"21","78"
4050,NULL,"25.25","84.75"
4051,NULL,"34.5","76.25"
4052,NULL,"13.75","79.75"
4053,NULL,"14.75","76.5"
4054,NULL,"21.25","83.75"
4055,NULL,"20.25","78.25"
4056,NULL,"17.5","75.75"
4057,NULL,"24.75","78"
4058,NULL,"20.5","80.25"
4059,NULL,"27.5","97"
4060,NULL,"21.25","77"
4061,NULL,"26","85.75"
4062,NULL,"35.25","79.75"
4063,NULL,"37","73.5"
4064,NULL,"20","84.25"
4065,NULL,"12.75","76.5"
4066,NULL,"25","76"
4067,NULL,"22","70.75"
4068,NULL,"23.75","76.25"
4069,NULL,"28","76.5"
4070,NULL,"11.75","75.25"
4071,NULL,"28.5","93.25"
4072,653,"23.5","91.5"
4073,NULL,"15.25","74"
4074,NULL,"24.5","71"
4075,NULL,"22.75","70.25"
4076,NULL,"16.5","78.75"
4077,NULL,"24.25","75.5"
4078,NULL,"23","71.75"
4079,NULL,"19","80.25"
4080,NULL,"27.75","95.25"
4081,NULL,"30.25","78.5"
4082,NULL,"20.75","73.25"
4083,NULL,"25.75","94.5"
4084,NULL,"12.5","76.25"
4085,NULL,"26.25","72.75"
4086,NULL,"28.25","94.75"
4087,654,"21.5","70.5"
4088,NULL,"29.75","76.75"
4089,NULL,"20.5","76"
4090,NULL,"17.25","77.75"
4091,NULL,"19.25","83.5"
4092,NULL,"27.5","76.25"
4093,NULL,"20.75","73"
4094,NULL,"15.5","76.25"
4095,NULL,"13.25","80"
4096,NULL,"17.75","77.25"
4097,NULL,"21.25","75"
4098,NULL,"17","76.25"
4099,NULL,"14.25","79.5"
4100,NULL,"20.75","87"
4101,NULL,"20.5","75.25"
4102,655,"24.5","84.5"
4103,NULL,"20.25","80.75"
4104,NULL,"26","80.25"
4105,NULL,"26.5","90.75"
4106,NULL,"33.5","75.25"
4107,NULL,"22.25","70.5"
4108,NULL,"19.25","80"
4109,NULL,"12","79"
4110,NULL,"13.75","77.75"
4111,NULL,"32.5","74.75"
4112,NULL,"21.75","70"
4113,NULL,"23.25","71.25"
4114,NULL,"27","79"
4115,NULL,"19","76.5"
4116,NULL,"14.75","76.25"
4117,NULL,"28.25","78.75"
4118,NULL,"24","69.5"
4119,NULL,"28.5","73.75"
4120,NULL,"10","77.25"
4121,NULL,"23.5","88"
4122,NULL,"20","75.5"
4123,NULL,"12.5","78"
4124,NULL,"29.5","76"
4125,NULL,"19.25","82.5"
4126,NULL,"19.75","73"
4127,NULL,"22.75","72"
4128,NULL,"23","82.5"
4129,NULL,"23","77.75"
4130,NULL,"31.5","76"
4131,NULL,"21","80.5"
4132,NULL,"24.5","83"
4133,NULL,"27.5","73.25"
4134,NULL,"27.25","95.75"
4135,NULL,"33.5","76.25"
4136,NULL,"18.75","77"
4137,NULL,"16.25","73.5"
4138,NULL,"35","75.25"
4139,NULL,"11.75","76.75"
4140,NULL,"21.5","77.75"
4141,NULL,"28.25","71.75"
4142,NULL,"35","80"
4143,656,"19.5","85.5"
4144,NULL,"24.25","93"
4145,NULL,"20.75","77"
4146,NULL,"12.75","78.5"
4147,NULL,"18","75.75"
4148,NULL,"9.75","78.5"
4149,NULL,"26","93.75"
4150,657,"35.5","77.5"
4151,NULL,"19.5","78.75"
4152,NULL,"23","76"
4153,NULL,"19.75","80"
4154,NULL,"23.25","81.25"
4155,NULL,"23","75.5"
4156,NULL,"15.75","75.5"
4157,NULL,"26.25","73.5"
4158,NULL,"30.25","81"
4159,NULL,"25.5","78.25"
4160,NULL,"14.75","79.25"
4161,NULL,"17.75","75"
4162,NULL,"15","75.5"
4163,NULL,"11.75","79.5"
4164,NULL,"13.75","75"
4165,NULL,"26.75","86.5"
4166,NULL,"9","77"
4167,NULL,"15.75","74"
4168,NULL,"17.75","81.25"
4169,NULL,"25.75","71.5"
4170,NULL,"27.75","72.25"
4171,658,"9.5","76.5"
4172,NULL,"18.25","75.25"
4173,NULL,"20","85.75"
4174,NULL,"25.25","94.5"
4175,NULL,"21.5","76"
4176,NULL,"29.25","73"
4177,NULL,"24","82"
4178,NULL,"12.75","79"
4179,NULL,"22.5","70.75"
4180,NULL,"26.25","88.75"
4181,NULL,"18.5","77.75"
4182,NULL,"19.5","84"
4183,NULL,"16.75","82.25"
4184,NULL,"20","84"
4185,NULL,"28.75","96"
4186,NULL,"31.25","77"
4187,659,"23.5","74.5"
4188,NULL,"21","85.5"
4189,NULL,"26.25","78"
4190,NULL,"28.25","75.25"
4191,NULL,"34","78.5"
4192,NULL,"24.5","70"
4193,NULL,"19","79.75"
4194,NULL,"23.5","72.25"
4195,NULL,"30.25","73.75"
4196,NULL,"20","79.25"
4197,NULL,"30.5","80.75"
4198,NULL,"36","73.25"
4199,NULL,"25","86.25"
4200,NULL,"8.75","77.75"
4201,NULL,"17","79.75"
4202,NULL,"36.25","76.5"
4203,NULL,"22","71.75"
4204,NULL,"20","83"
4205,NULL,"11.5","77"
4206,NULL,"9.25","79.25"
4207,NULL,"22.25","71"
4208,NULL,"26.25","72.5"
4209,NULL,"27.25","80.5"
4210,660,"19.5","79.5"
4211,NULL,"12","78"
4212,NULL,"33","76.75"
4213,NULL,"26.25","95"
4214,NULL,"11.25","77.75"
4215,NULL,"26","91.75"
4216,NULL,"21.5","82.75"
4217,NULL,"15","77.75"
4218,NULL,"19.75","82"
4219,NULL,"27.5","92.25"
4220,NULL,"27","95.75"
4221,NULL,"24","68.75"
4222,NULL,"18.75","81.25"
4223,661,"25.5","84.5"
4224,NULL,"20.25","74.5"
4225,NULL,"33.75","74"
4226,NULL,"23.5","74"
4227,NULL,"36.5","76.25"
4228,NULL,"26","80.75"
4229,NULL,"29.75","76.5"
4230,NULL,"26.75","80.5"
4231,NULL,"23.25","91.25"
4232,NULL,"30","76"
4233,NULL,"14.5","79"
4234,NULL,"24.75","77"
4235,NULL,"28","92.25"
4236,NULL,"15.75","77.25"
4237,NULL,"28","70.25"
4238,NULL,"18.25","72.75"
4239,NULL,"25.25","85"
4240,NULL,"15","74.25"
4241,NULL,"28","75"
4242,NULL,"31","76.25"
4243,NULL,"19","83"
4244,NULL,"28.25","77.25"
4245,662,"26.5","86.5"
4246,NULL,"26","85"
4247,NULL,"13","75"
4248,NULL,"24","88.5"
4249,NULL,"27","84.25"
4250,NULL,"17.75","80.75"
4251,NULL,"36","79"
4252,NULL,"24.5","92"
4253,NULL,"13","76.75"
4254,NULL,"36","75.25"
4255,NULL,"22.25","82.5"
4256,NULL,"20.75","81.5"
4257,NULL,"27.75","80.75"
4258,NULL,"11.25","79.5"
4259,NULL,"11","78"
4260,NULL,"26.5","76"
4261,NULL,"28.5","79.25"
4262,NULL,"27","77"
4263,NULL,"20.5","77.75"
4264,663,"29.5","95.5"
4265,NULL,"13.25","79"
4266,NULL,"26","90.75"
4267,NULL,"17.75","80"
4268,NULL,"30.75","76.75"
4269,NULL,"16.75","79.5"
4270,NULL,"27.75","80.5"
4271,NULL,"28.25","79.75"
4272,NULL,"23.75","69.5"
4273,NULL,"23.75","84.25"
4274,NULL,"20","79.75"
4275,NULL,"21.25","79.5"
4276,NULL,"22.75","74"
4277,NULL,"27","73.25"
4278,NULL,"26","94.5"
4279,NULL,"18.75","82.75"
4280,NULL,"33.75","76.25"
4281,NULL,"24.25","83.75"
4282,NULL,"19.75","74"
4283,NULL,"27.5","70.25"
4284,NULL,"21.5","79.25"
4285,NULL,"24.5","94.25"
4286,NULL,"27.25","76.5"
4287,NULL,"35.5","78"
4288,NULL,"20.25","82.75"
4289,NULL,"33","78.5"
4290,NULL,"12.5","76.75"
4291,NULL,"23.25","74.25"
4292,NULL,"32.5","75.25"
4293,NULL,"18.5","74"
4294,NULL,"12.75","79.5"
4295,NULL,"23.25","70.75"
4296,NULL,"25","85.25"
4297,NULL,"25.5","75.75"
4298,664,"25.5","94.5"
4299,NULL,"21.75","72.5"
4300,NULL,"23.25","85.75"
4301,NULL,"25.75","79.5"
4302,NULL,"30.75","75"
4303,NULL,"14","80"
4304,NULL,"24.75","87.25"
4305,NULL,"19.25","81.5"
4306,NULL,"28.75","72.75"
4307,NULL,"13.5","79"
4308,NULL,"24.5","92.75"
4309,NULL,"21.75","88.75"
4310,NULL,"25","79"
4311,NULL,"34.75","78.5"
4312,NULL,"12.25","76.5"
4313,NULL,"13.25","75.5"
4314,NULL,"24.25","85.75"
4315,665,"23.5","75.5"
4316,NULL,"22.5","70.25"
4317,NULL,"21.25","78.25"
4318,NULL,"25.75","78"
4319,NULL,"36","76.5"
4320,NULL,"23.75","91"
4321,NULL,"34","74"
4322,NULL,"28.75","96.5"
4323,666,"30.5","76.5"
4324,NULL,"18.5","73.75"
4325,NULL,"16","75.25"
4326,NULL,"13.25","78.5"
4327,NULL,"22.25","87"
4328,NULL,"25.5","91.75"
4329,NULL,"16","74.25"
4330,NULL,"23.25","88.25"
4331,NULL,"27.5","75"
4332,NULL,"23.25","83.5"
4333,NULL,"26.75","95"
4334,NULL,"22","72.5"
4335,NULL,"17.5","82.25"
4336,NULL,"25.5","80.25"
4337,NULL,"21.5","71.75"
4338,NULL,"33","78.25"
4339,NULL,"24.25","75.75"
4340,NULL,"26.5","89"
4341,NULL,"26.5","70.75"
4342,NULL,"13.5","75"
4343,NULL,"17.75","76"
4344,NULL,"19.25","81.25"
4345,NULL,"29.75","75.25"
4346,667,"10.5","75.5"
4347,NULL,"27.5","88.75"
4348,NULL,"23","85"
4349,NULL,"34","77.75"
4350,NULL,"21.25","84"
4351,NULL,"27","70"
4352,668,"28.5","78.5"
4353,NULL,"25","76.5"
4354,NULL,"24","94"
4355,NULL,"21","70"
4356,NULL,"27.25","70.75"
4357,NULL,"17.75","83"
4358,NULL,"22.25","77.25"
4359,NULL,"18.75","83.5"
4360,NULL,"34.25","78.25"
4361,NULL,"15.75","76.75"
4362,NULL,"36.75","74.25"
4363,NULL,"29","78.5"
4364,NULL,"19","80.75"
4365,NULL,"29.75","79"
4366,NULL,"27","80"
4367,NULL,"9.25","78.25"
4368,NULL,"26.75","74.5"
4369,NULL,"28.5","81"
4370,NULL,"13.25","76.5"
4371,NULL,"25.75","71"
4372,NULL,"13.5","75.25"
4373,NULL,"27.75","92"
4374,NULL,"23.75","91.25"
4375,NULL,"31","79.75"
4376,NULL,"34.5","79"
4377,NULL,"24","72.5"
4378,NULL,"23.75","80.25"
4379,NULL,"19","82.5"
4380,NULL,"31.25","74.5"
4381,NULL,"23.5","78.25"
4382,NULL,"34.75","78.25"
4383,NULL,"29.5","73.25"
4384,NULL,"22.25","75.25"
4385,669,"19.5","73.5"
4386,NULL,"24.75","73.75"
4387,NULL,"18.25","81.25"
4388,NULL,"25.25","76"
4389,670,"23.5","77.5"
4390,NULL,"25","94"
4391,NULL,"20","75"
4392,NULL,"32.75","78.5"
4393,NULL,"12","78.5"
4394,NULL,"29.5","79.25"
4395,671,"16.5","79.5"
4396,NULL,"21.75","76"
4397,NULL,"23.75","76.75"
4398,NULL,"19.5","84.75"
4399,NULL,"24.25","86.5"
4400,NULL,"27.75","76"
4401,NULL,"20","83.5"
4402,NULL,"20","81"
4403,NULL,"18.5","77"
4404,NULL,"18","79.25"
4405,NULL,"13.5","80"
4406,NULL,"24.5","84"
4407,NULL,"9.25","77"
4408,NULL,"30.75","76"
4409,NULL,"28.25","79.25"
4410,672,"29.5","96.5"
4411,NULL,"23.75","70"
4412,NULL,"18.25","73"
4413,NULL,"20","83.75"
4414,NULL,"24","74.5"
4415,NULL,"17.25","80.75"
4416,NULL,"31","77"
4417,NULL,"25.25","90.25"
4418,NULL,"22.25","76.25"
4419,NULL,"33.25","76.5"
4420,NULL,"35.5","79"
4421,NULL,"26","92.25"
4422,NULL,"33","74.75"
4423,NULL,"31.75","74.5"
4424,673,"21.5","71.5"
4425,NULL,"22","86.25"
4426,NULL,"26.5","77"
4427,NULL,"16","80.5"
4428,NULL,"17","75.75"
4429,NULL,"24.5","78.75"
4430,NULL,"27.25","95.25"
4431,674,"27.5","90.5"
4432,NULL,"16.75","78.25"
4433,NULL,"24.25","70.75"
4434,NULL,"29","96.25"
4435,675,"13.5","77.5"
4436,NULL,"30.25","79"
4437,NULL,"25.75","72.5"
4438,NULL,"24.25","76.25"
4439,NULL,"29.75","77.25"
4440,NULL,"14.25","78.25"
4441,NULL,"22","86.75"
4442,NULL,"24","92.5"
4443,NULL,"29.5","80"
4444,NULL,"22.5","68.75"
4445,NULL,"19","77.75"
4446,NULL,"18.25","74.75"
4447,NULL,"30.75","79.25"
4448,NULL,"17.25","78.75"
4449,NULL,"19.5","82.75"
4450,NULL,"22","88.5"
4451,NULL,"27","80.25"
4452,NULL,"14","76.75"
4453,676,"27.5","72.5"
4454,NULL,"23","78.5"
4455,NULL,"23.5","71.25"
4456,NULL,"9.75","77.5"
4457,NULL,"28.75","75.75"
4458,NULL,"33.75","77"
4459,NULL,"16.5","76.25"
4460,677,"22.5","92.5"
4461,NULL,"27.5","84"
4462,NULL,"25.5","93.25"
4463,NULL,"15.25","78.25"
4464,NULL,"18","73"
4465,NULL,"19.25","74.25"
4466,NULL,"22.25","69.5"
4467,NULL,"21","84.5"
4468,NULL,"16.5","75.25"
4469,NULL,"21","82.5"
4470,NULL,"19.75","73.5"
4471,NULL,"26","84.75"
4472,NULL,"35","79.75"
4473,NULL,"26.25","89.25"
4474,NULL,"27.75","93.5"
4475,NULL,"27.75","92.25"
4476,NULL,"22.5","83.25"
4477,NULL,"30","77.5"
4478,NULL,"22.5","73"
4479,NULL,"21.75","86"
4480,NULL,"25.75","81"
4481,NULL,"26","93"
4482,NULL,"21.75","79.75"
4483,NULL,"20","78.75"
4484,NULL,"26.5","74"
4485,NULL,"26","70"
4486,NULL,"25.5","94.25"
4487,NULL,"25.75","87.5"
4488,678,"24.5","81.5"
4489,NULL,"34.25","75.75"
4490,679,"34.5","75.5"
4491,NULL,"27.25","72.25"
4492,NULL,"22.25","73.75"
4493,NULL,"24.5","80"
4494,NULL,"34.75","78"
4495,NULL,"10.25","79.25"
4496,NULL,"20","73.5"
4497,NULL,"28","82"
4498,NULL,"28","94.75"
4499,NULL,"24.5","74"
4500,NULL,"34.25","74.75"
4501,NULL,"29.25","74.25"
4502,NULL,"20","83.25"
4503,NULL,"26.25","90.75"
4504,NULL,"26","90.5"
4505,NULL,"17.75","80.25"
4506,NULL,"23","71"
4507,NULL,"25.75","76.75"
4508,NULL,"25","77"
4509,NULL,"36.25","74.25"
4510,NULL,"28.25","95.25"
4511,NULL,"29","80"
4512,NULL,"23.5","72"
4513,680,"25.5","70.5"
4514,NULL,"22.75","71.5"
4515,NULL,"19.25","73.75"
4516,NULL,"34.5","79.25"
4517,NULL,"25.75","71.25"
4518,NULL,"27","92.5"
4519,NULL,"21.25","78.75"
4520,NULL,"22.75","76"
4521,NULL,"23.25","73.25"
4522,681,"32.5","78.5"
4523,NULL,"26.75","82"
4524,682,"24.5","70.5"
4525,NULL,"16","80"
4526,NULL,"31.25","79.5"
4527,683,"28.5","72.5"
4528,NULL,"25.25","85.5"
4529,NULL,"21.25","74"
4530,NULL,"19.25","75.25"
4531,NULL,"21","81"
4532,NULL,"17.25","78.25"
4533,NULL,"24.25","71.25"
4534,NULL,"35.5","75"
4535,NULL,"29.5","79.75"
4536,NULL,"27.75","71.5"
4537,684,"16.5","81.5"
4538,NULL,"25.5","76.75"
4539,NULL,"24","93"
4540,NULL,"23.5","86"
4541,NULL,"28","70.5"
4542,NULL,"30","79.75"
4543,NULL,"20.75","72.75"
4544,NULL,"21.25","79.75"
4545,NULL,"26.5","85"
4546,NULL,"28.5","93"
4547,NULL,"12.25","75"
4548,NULL,"20","77.5"
4549,NULL,"20","80.25"
4550,NULL,"19.25","77.25"
4551,NULL,"27","83.25"
4552,NULL,"19.75","81.25"
4553,NULL,"10.75","77"
4554,NULL,"25","73.5"
4555,NULL,"27.75","79.5"
4556,685,"27.5","95.5"
4557,NULL,"10.75","79.5"
4558,NULL,"35","79.5"
4559,NULL,"21.75","80.75"
4560,NULL,"18","78.5"
4561,NULL,"21.75","78.75"
4562,NULL,"24","78"
4563,NULL,"20.5","80"
4564,NULL,"25","93.25"
4565,NULL,"22.75","79"
4566,NULL,"34.5","76.75"
4567,NULL,"20.25","83.25"
4568,NULL,"27.5","78.75"
4569,NULL,"27","71.25"
4570,NULL,"16.25","73.75"
4571,NULL,"31.25","77.75"
4572,NULL,"25.25","84"
4573,686,"25.5","72.5"
4574,NULL,"25","83.75"
4575,687,"28.5","71.5"
4576,NULL,"35.75","79.5"
4577,NULL,"33.75","75.25"
4578,NULL,"20.75","84"
4579,NULL,"18.5","75.75"
4580,NULL,"17.5","80.75"
4581,NULL,"17.25","82"
4582,NULL,"14.5","76.75"
4583,NULL,"19.5","80.75"
4584,NULL,"11.25","78"
4585,NULL,"14","77"
4586,NULL,"35.25","78.25"
4587,NULL,"24.75","82.25"
4588,NULL,"27","82.75"
4589,NULL,"21.25","77.25"
4590,NULL,"28","92.75"
4591,NULL,"19.75","84.75"
4592,NULL,"21.5","73"
4593,NULL,"25.5","79.75"
4594,NULL,"9","77.75"
4595,NULL,"23.25","77"
4596,NULL,"29.5","77.25"
4597,NULL,"29.25","78.5"
4598,NULL,"14.25","76"
4599,NULL,"27.5","77"
4600,NULL,"28","97.25"
4601,NULL,"25.5","93.75"
4602,NULL,"30.75","75.25"
4603,688,"24.5","92.5"
4604,NULL,"25.25","74.25"
4605,NULL,"21.75","84.75"
4606,NULL,"24","85"
4607,NULL,"28.5","74.75"
4608,NULL,"17","75.5"
4609,NULL,"22.25","81.75"
4610,NULL,"31.25","77.25"
4611,NULL,"27.75","77.75"
4612,NULL,"27.75","71.75"
4613,NULL,"21","76.75"
4614,NULL,"22.25","84"
4615,NULL,"26.75","75.75"
4616,NULL,"25","76.25"
4617,NULL,"26.25","91.25"
4618,NULL,"23.25","77.25"
4619,NULL,"12.5","75"
4620,NULL,"28.75","94"
4621,689,"23.5","72.5"
4622,690,"23.5","78.5"
4623,NULL,"25.25","70.75"
4624,NULL,"20.5","74.75"
4625,NULL,"27.25","94.25"
4626,NULL,"22","73.75"
4627,NULL,"35.75","80.25"
4628,691,"24.5","74.5"
4629,NULL,"34.25","73.5"
4630,NULL,"33.75","73.75"
4631,NULL,"29.5","79"
4632,692,"20.5","81.5"
4633,NULL,"9.5","76.75"
4634,NULL,"36.75","75.5"
4635,NULL,"26.75","90.5"
4636,NULL,"25.25","82.25"
4637,NULL,"35.25","76.75"
4638,NULL,"22.75","82.25"
4639,NULL,"25","73.75"
4640,NULL,"26","83.75"
4641,NULL,"26.75","79.75"
4642,NULL,"26.5","84"
4643,NULL,"24.75","79"
4644,NULL,"13.75","79"
4645,NULL,"17.25","74"
4646,NULL,"28.25","96"
4647,693,"21.5","84.5"
4648,NULL,"30.25","80.25"
4649,NULL,"29.5","74"
4650,NULL,"35","74.5"
4651,NULL,"17.25","81.5"
4652,NULL,"25.25","80.5"
4653,NULL,"23.75","68.5"
4654,NULL,"24.25","80.25"
4655,NULL,"19.25","83.25"
4656,NULL,"32.75","76"
4657,NULL,"34.25","74.25"
4658,NULL,"22.25","83.75"
4659,NULL,"24.25","68.75"
4660,NULL,"28.5","75"
4661,NULL,"27.25","78"
4662,NULL,"29.25","96.5"
4663,NULL,"22","75.25"
4664,NULL,"26.75","74"
4665,NULL,"26.25","80"
4666,NULL,"29","74.25"
4667,NULL,"22.5","81.75"
4668,NULL,"33.5","74"
4669,NULL,"19.25","76"
4670,NULL,"20.75","80"
4671,NULL,"29","73.25"
4672,NULL,"24.25","83.5"
4673,NULL,"25.75","73.75"
4674,NULL,"21.25","79"
4675,694,"27.5","97.5"
4676,NULL,"28","79.5"
4677,NULL,"27.5","74.75"
4678,NULL,"25.25","80"
4679,NULL,"29.75","77"
4680,NULL,"19.25","84.5"
4681,NULL,"32.75","77.75"
4682,NULL,"23.25","93"
4683,695,"25.5","88.5"
4684,NULL,"33.75","78.5"
4685,NULL,"27","81.75"
4686,NULL,"30.25","78.25"
4687,NULL,"24","69.75"
4688,NULL,"18.25","80.25"
4689,NULL,"24.5","83.75"
4690,NULL,"14","74.5"
4691,NULL,"21.75","73.25"
4692,NULL,"26","87.75"
4693,NULL,"26","73"
4694,NULL,"14.5","79.75"
4695,NULL,"26.5","73.75"
4696,NULL,"12.5","76"
4697,NULL,"27.25","74.25"
4698,NULL,"30.5","75.75"
4699,NULL,"23.5","87.75"
4700,NULL,"24","75"
4701,NULL,"32","74.5"
4702,696,"24.5","82.5"
4703,NULL,"10.5","78.75"
4704,NULL,"26.25","70.25"
4705,NULL,"33.75","74.5"
4706,NULL,"25.5","84.75"
4707,NULL,"34","76.5"
4708,NULL,"36.5","74.75"
4709,NULL,"22.25","85.75"
4710,697,"15.5","77.5"
4711,NULL,"18.5","84"
4712,NULL,"26","78"
4713,698,"18.5","79.5"
4714,699,"15.5","78.5"
4715,NULL,"14.5","78.75"
4716,NULL,"26.75","75"
